task_id,model,method,repetition,phase,target_seconds,status,bound_fraction,bound_numerator,bound_denominator,bound_decimal,factors,integer_entries,raw_count,certificate_path,certificate_sha256,source_dual_sha256,factorization,verification_seconds,independent_full_scans_agree,formalized_in_Lean,verification_reused,candidate_available_seconds,numerical_upper,retrospective_certification_seconds,exact_bound_fraction,exact_bound_decimal
production-M7-all5-SDP-CG-rep-03,M7-all5,SDP-CG,3,production,1800,verified,374630485814057/420000000000000,374630485814057,420000000000000,0.8919773471763262,14783,9665240,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-SDP-CG-rep-03\attempt-02\exact\1800-svd\certificate.json,6c5405faf1741d7fe95c44b8113affd6a96bfffffd81616fdedfb3e0a5256168,670dec5df988e2473998de9fa9ceb2cd4d761fa7c451ab407910a68f48854f33,svd,112.4709644317627,True,False,False,1711.359999999986,0.8919771930964203,1823.8309644317487,,
production-M7-all5-SDP-CG-rep-03,M7-all5,SDP-CG,3,production,3600,verified,16701450563937/28000000000000,16701450563937,28000000000000,0.5964803772834643,14836,9697497,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-SDP-CG-rep-03\attempt-02\exact\final-svd\certificate.json,49dab588bc27fbe664e871845b04db88e6a6e2e796798ce903b11af9e5b4cedc,e3740e7a793d5c6e3e09ae17d7988039c5941dffdb8d45d84b0721d6b12aa00f,svd,112.45038342475891,True,False,True,2739.703999999998,0.5964804677634677,2852.154383424757,,
production-M7-no5-LP-CUT-rep-03,M7-no5,LP-CUT,3,production,60,verified,2057275616211/3500000000000,2057275616211,3500000000000,0.5877930332031429,10,1180,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-LP-CUT-rep-03\attempt-02\exact\0060-svd\certificate.json,59b502e2e7aa6caa18434dca07655797587ce045f0e29a9326d7d7ae61356409,2f979f25843e50a2eaaf0445fbd649dfd1564481926c59dcf771c6007727d1ce,svd,74.3171739578247,True,False,False,46.59399999998277,0.5877929854119661,120.91117395780748,,
production-M7-no5-LP-CUT-rep-03,M7-no5,LP-CUT,3,production,300,verified,22702734283/40000000000,22702734283,40000000000,0.567568357075,64,7518,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-LP-CUT-rep-03\attempt-02\exact\0300-svd\certificate.json,8302e328641f89167d4c59b3203d56451d55789addbbc5a9b16a1deef4b6f52b,732d7d2c27547a3a48451ab68140ec4b883f925b83deae19bf947208ceebd4f9,svd,74.31315922737122,True,False,False,287.85999999998603,0.5675677566374023,362.17315922735725,,
production-M7-no5-LP-CUT-rep-03,M7-no5,LP-CUT,3,production,900,verified,2258874346859/4000000000000,2258874346859,4000000000000,0.56471858671475,84,11432,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-LP-CUT-rep-03\attempt-02\exact\0900-svd\certificate.json,c80c5a9a3d55c01059bb8b943cc89434f5baaf7afbecf378999c861974f5479d,28d9690c169f374a4b269d4f1a995e58e4aa05fb8584e743830595392d5ac795,svd,74.32672238349915,True,False,False,751.3910000000033,0.5647183219969893,825.7177223835024,,
production-M7-no5-LP-CUT-rep-03,M7-no5,LP-CUT,3,production,1800,verified,450349112691/800000000000,450349112691,800000000000,0.56293639086375,116,17259,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-LP-CUT-rep-03\attempt-02\exact\1800-svd\certificate.json,f1066547c9e66d1f758cc055f47d65cd377e866372b3d8ded6fd626e918054e4,100c87b10a41e154ce8d2f5d7759a3063edb2633a70294fd9437c74e12edfc1d,svd,74.31599044799805,True,False,False,1722.875,0.5629361448429575,1797.190990447998,,
production-M7-no5-LP-CUT-rep-03,M7-no5,LP-CUT,3,production,3600,verified,235954996449037/420000000000000,235954996449037,420000000000000,0.5617976105929452,139,22223,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-LP-CUT-rep-03\attempt-02\exact\final-svd\certificate.json,44ef47c690b6cd99322fbc6acdd280096e8971264e3482ac6ad62f03f2d076d1,95ad938a976a4053516821f4686a292389c2b9917ef2d07ee46a39518190a2bb,svd,75.31561398506165,True,False,True,3551.359999999986,0.5617974714922686,3626.6756139850477,,
production-M7-no5-SDP-CG-rep-03,M7-no5,SDP-CG,3,production,60,verified,997374709743/1000000000000,997374709743,1000000000000,0.997374709743,255,17751,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-CG-rep-03\attempt-01\exact\0060-svd\certificate.json,b433e4a99c70895a2373edacba46eeb9a436b15a2be8e8fb717b80d645069ef5,8191aac4397d3e6228740bd9c5cfdaacf2e18ddf0c0d7801451ae2ff62016da4,svd,75.31653380393982,True,False,False,19.812000000005355,0.9973747650110438,95.12853380394517,,
production-M7-no5-SDP-CG-rep-03,M7-no5,SDP-CG,3,production,300,verified,997374709743/1000000000000,997374709743,1000000000000,0.997374709743,255,17751,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-CG-rep-03\attempt-01\exact\0060-svd\certificate.json,b433e4a99c70895a2373edacba46eeb9a436b15a2be8e8fb717b80d645069ef5,8191aac4397d3e6228740bd9c5cfdaacf2e18ddf0c0d7801451ae2ff62016da4,svd,75.31653380393982,True,False,True,19.812000000005355,0.9973747650110438,95.12853380394517,,
production-M7-no5-SDP-CG-rep-03,M7-no5,SDP-CG,3,production,900,verified,88513197928591/140000000000000,88513197928591,140000000000000,0.6322371280613643,479,75306,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-CG-rep-03\attempt-01\exact\0900-svd\certificate.json,01426887dcf287496a62409b5432628dd7e6206196ed4f2cf5a32957e02f5e9c,ac7cfc0f3e15dd11f722a45c28c096a5b10d0e9f2dc7e0c35c7eec51501bf4e5,svd,75.32143425941467,True,False,False,652.7960000000021,0.6322372187359144,728.1174342594168,,
production-M7-no5-SDP-CG-rep-03,M7-no5,SDP-CG,3,production,1800,verified,497703794751/875000000000,497703794751,875000000000,0.5688043368582857,495,78208,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-CG-rep-03\attempt-01\exact\final-svd\certificate.json,40698420b9d93c0e5df01b1d1f1b779c29863f28929fc6f4ef84763c64be37f3,d2188367a845fd02028cb3999287eba1cd2d34704b922834f330a29fcb5956d7,svd,75.31733822822571,True,False,True,1614.265000000014,0.5688043880940857,1689.5823382282397,,
production-M7-no5-SDP-CG-rep-03,M7-no5,SDP-CG,3,production,3600,verified,497703794751/875000000000,497703794751,875000000000,0.5688043368582857,495,78208,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-CG-rep-03\attempt-01\exact\final-svd\certificate.json,40698420b9d93c0e5df01b1d1f1b779c29863f28929fc6f4ef84763c64be37f3,d2188367a845fd02028cb3999287eba1cd2d34704b922834f330a29fcb5956d7,svd,75.31733822822571,True,False,True,1614.265000000014,0.5688043880940857,1689.5823382282397,,
production-M7-all5-LP-CUT-rep-03,M7-all5,LP-CUT,3,production,60,verified,8227139706683/14000000000000,8227139706683,14000000000000,0.5876528361916429,10,1247,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-LP-CUT-rep-03\attempt-01\exact\0060-svd\certificate.json,f7ba44397cc91768699ec57ee34b8573029e4d95c8b1ae92e36c6d57e33f7ccd,14853ad753ea0f19f3ce825dec499324b98fee7c79fde7028df031893ebfaf89,svd,86.36022186279297,True,False,False,59.0,0.5876527757618704,145.36022186279297,,
production-M7-all5-LP-CUT-rep-03,M7-all5,LP-CUT,3,production,300,verified,476788933886513/840000000000000,476788933886513,840000000000000,0.5676058736744203,61,11123,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-LP-CUT-rep-03\attempt-01\exact\0300-svd\certificate.json,8c490d54c4b50ebe8598efa2474e2d318744a70f8788b0255d90830d224418a1,d34e115e74b684ba0bd8618cbc96ffa02c468f9c345547ca54119706275b4da5,svd,86.36069202423096,True,False,False,264.2030000000377,0.5676058074827987,350.5636920242687,,
production-M7-all5-LP-CUT-rep-03,M7-all5,LP-CUT,3,production,900,verified,2253647546769/4000000000000,2253647546769,4000000000000,0.56341188669225,118,29239,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-LP-CUT-rep-03\attempt-01\exact\0900-svd\certificate.json,4a7ef6a5080ce80939bd2c096480f798b2a4866a76d2cf40a271f71122b88067,9809efe3b542be9a95043a916fbf6f93e934df25dd96f1e3be2de318c7690eab,svd,86.3660159111023,True,False,False,792.5470000000205,0.5634116692492527,878.9130159111228,,
production-M7-all5-LP-CUT-rep-03,M7-all5,LP-CUT,3,production,1800,verified,47176532199943/84000000000000,47176532199943,84000000000000,0.5616253833326548,159,42024,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-LP-CUT-rep-03\attempt-01\exact\1800-svd\certificate.json,beace6c15015dde45b9f93553c41ac71b0e493cdc17b4131299d554c2e093eee,b745e52159e5966ef001832c29f697956881b9fe0c5d78eab82b224bd8f587e6,svd,86.38659691810608,True,False,False,1779.0,0.5616252372451589,1865.386596918106,,
production-M7-all5-LP-CUT-rep-03,M7-all5,LP-CUT,3,production,3600,verified,280227126239/500000000000,280227126239,500000000000,0.560454252478,219,66928,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-LP-CUT-rep-03\attempt-01\exact\final-svd\certificate.json,a3b5ce874ae454b07b906fd27e31bccd3f9e6e6cb8a2c24b3e1e6536a056379b,d2f841dca538958e89900f1b52ec39839a18b8714377897ca813356639eaaefe,svd,86.35627579689026,True,False,True,3541.5630000000237,0.5604540309601829,3627.919275796914,,
production-M7-no5-SDP-FULL-rep-03,M7-no5,SDP-FULL,3,production,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-no5-SDP-FULL-rep-03,M7-no5,SDP-FULL,3,production,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-no5-SDP-FULL-rep-03,M7-no5,SDP-FULL,3,production,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-no5-SDP-FULL-rep-03,M7-no5,SDP-FULL,3,production,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-no5-SDP-FULL-rep-03,M7-no5,SDP-FULL,3,production,3600,verified,13075838789243/20000000000000,13075838789243,20000000000000,0.65379193946215,337,49019,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-no5-SDP-FULL-rep-03\attempt-01\exact\final-svd\certificate.json,3e8429da2a0b0758434ad393bb6d46ecf279439850a8765a03503d662b8d2b48,c994dcea7467197766e857be1090f1130b33a225c3491e6e8469dcf4840351bb,svd,75.31495952606201,True,False,True,3548.1869999999763,0.6537920201339675,3623.5019595260383,,
production-M7-all5-SDP-FULL-rep-03,M7-all5,SDP-FULL,3,production,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-all5-SDP-FULL-rep-03,M7-all5,SDP-FULL,3,production,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-all5-SDP-FULL-rep-03,M7-all5,SDP-FULL,3,production,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-all5-SDP-FULL-rep-03,M7-all5,SDP-FULL,3,production,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
production-M7-all5-SDP-FULL-rep-03,M7-all5,SDP-FULL,3,production,3600,verified,345659032063647/560000000000000,345659032063647,560000000000000,0.6172482715422268,8687,5662015,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\production-M7-all5-SDP-FULL-rep-03\attempt-01\exact\final-svd\certificate.json,5c06d093ace544dd4a4e2f4fb641235564aae96d39f297514cd737bb70edb099,3a55f1ab629c951d9a437a758ce7546f3279c40a9b1edc37430ce5c7b19f1650,svd,104.50706028938293,True,False,True,3382.25,0.6172482548460474,3486.757060289383,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,60,verified,1175586069791/2000000000000,1175586069791,2000000000000,0.5877930348955,10,1180,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\0060-svd\certificate.json,842f7983dd85f086ac6d2de6f6520f410f15574ce826e1cd3a8e5e97105df4b6,9216b0732064739364a8156d40e426a62d1d4256591749a5b2dbd9c2afb6dda8,svd,75.29853367805481,True,False,False,46.60999999998603,0.5877929854119586,121.90853367804084,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,300,verified,31534305504571/56000000000000,31534305504571,56000000000000,0.5631125982959108,132,21382,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\0300-svd\certificate.json,7d52ea108ecb026fcec7f7d3489303db8cc82974f0af01568ec1cbddfb93d0db,b9f3912ebba8ddcaa741f4acc6d6badb01ca5acd3faab7c144d85ff8ecc8b3ba,svd,75.3141074180603,True,False,False,272.9070000000065,0.5631125345030012,348.2211074180668,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,900,verified,3362112374237/6000000000000,3362112374237,6000000000000,0.5603520623728333,299,55011,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\0900-svd\certificate.json,559b05e6097c8730c800a9e0a9e1284349c3a1dfe0ca4b0c88f7c941c924b0c7,31b4bd39e44038f1b8f154d69e59b420ddd808b5921c030a1632703584b773a9,svd,74.2904920578003,True,False,False,893.4379999999946,0.5603519470440909,967.7284920577949,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,14400,verified,39125299650093/70000000000000,39125299650093,70000000000000,0.5589328521441858,441,91499,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\14400-svd\certificate.json,62430041a97742ee41e0b19a1c665a900ea03e4ff52c59c56c8110cb5bddde60,aa7844b084cfa2ce47c83f4d41684615698bf643d1e86051926851993db42229,svd,75.29318642616272,True,False,False,14393.953999999998,0.5589319986051331,14469.24718642616,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,1800,verified,313394698062981/560000000000000,313394698062981,560000000000000,0.5596333893981803,364,68667,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\1800-svd\certificate.json,5a2fbe71745a78862fcb0eb2cdf35e883b7fd10cde75b8bba9d377ca9e59459c,998cb6c635bcf8af1e8dcdf73a7b35f29d5e43e26b8977ccc86c54d47a00d767,svd,75.33681201934814,True,False,False,1797.109999999986,0.5596331111182267,1872.4468120193342,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,21600,verified,93898077539659/168000000000000,93898077539659,168000000000000,0.5589171282122559,437,90661,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\final-svd\certificate.json,3e5dcea84c8dfc748010b97d154ca882512ccbb0bb32034e95786b1aaa9c1991,97e640b77a6b3e86b93cc7df69e41e10f18cdcceff2afcea17bab34a4f1eb328,svd,76.32331204414368,True,False,True,21595.953999999998,0.5589162665045828,21672.27731204414,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,3600,verified,15657870035573/28000000000000,15657870035573,28000000000000,0.5592096441276071,447,88873,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\3600-svd\certificate.json,a8a61d790ba8e5f49749fc39a38001dd572e3e7033bc3b49d5f91b277797afa2,77086cb711f30e628498d22242af56f8c195b16346ce41b39365e5417219cffa,svd,74.28334140777588,True,False,False,3594.453999999998,0.5592090054735908,3668.737341407774,,
long-M7-no5-LP-CUT-CG,M7-no5,LP-CUT-CG,1,long,7200,verified,16770624054557/30000000000000,16770624054557,30000000000000,0.5590208018185666,466,94069,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-no5-LP-CUT-CG\attempt-01\exact\7200-svd\certificate.json,5d1a77f3c0189a7dad116aca4b94519fc7043e521154a2390d75358761f0fd55,d9d129c7aeee6ec5436510b74ebd9fb8dd0f009bf3d811c4895cc117c2e962c2,svd,75.30189442634583,True,False,False,7166.562999999995,0.5590202540149799,7241.8648944263405,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,60,verified,2350611379981/4000000000000,2350611379981,4000000000000,0.58765284499525,10,1247,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\0060-svd\certificate.json,2a720f271270e8c8afc97d31e2b2d59df665973ede538cd52d51b92c2ea6aecd,6b7381bd526cb5ab3b5f2cadbe20634abb437b797454ed0b7685615044a99ee7,svd,86.35301661491394,True,False,False,59.96899999998277,0.5876527757618477,146.3220166148967,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,300,verified,47422731142109/84000000000000,47422731142109,84000000000000,0.5645563231203452,114,27044,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\0300-svd\certificate.json,b7406d9cd74c38895eb0a197fc8f0ef550475ccb726d1b50c6e523637d7a1dc1,e0bfd89342edabbf1efb0d1ef72605fd22138410ebdd873f4fa8a1250d3965fd,svd,86.36229085922241,True,False,False,291.26599999997416,0.5645563359688666,377.62829085919657,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,900,verified,235339380364553/420000000000000,235339380364553,420000000000000,0.5603318580108405,260,78541,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\0900-svd\certificate.json,924c9985fde8772a1e31b20e2625a36cad323640325193a0db404c8d195a3f6a,9956e6e152c32f7088dbfc4a4199f6d5f101a1858bf024adc257e4a67d6dd8df,svd,86.36821389198303,True,False,False,873.5,0.5603317622493664,959.868213891983,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,14400,verified,281153795222569/504000000000000,281153795222569,504000000000000,0.5578448317908115,824,349921,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\14400-svd\certificate.json,7ee3b7db33c1b2cfdf8a9ae5cde86f07bb16439940adc164fefdc6183ae231e9,c85162b344cf5b91f2fce11a5b5ae7ab3f5a4ae110b789da22cb8c3c04df59c9,svd,89.36561393737793,True,False,False,14390.437999999995,0.5578445995426671,14479.803613937373,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,1800,verified,1118421126769/2000000000000,1118421126769,2000000000000,0.5592105633845,402,140551,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\1800-svd\certificate.json,66b7ba30ec91d4e8b86abf82ca560842c027d27f640ba2f5c0b9d2b3ea1b8d9c,6a6520e5c6c3fcea24408e56f92da4d9a48afa7cf358f4f1ebbc17e67b593683,svd,86.39149212837219,True,False,False,1783.3439999999828,0.5592104343955249,1869.735492128355,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,21600,verified,312372062889819/560000000000000,312372062889819,560000000000000,0.5578072551603911,794,333260,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\final-svd\certificate.json,54b6247947032819811a5d1fc04cfe1fabd509da04cfc17f5b1eb201ed38fd13,1ba7801fe03d5d4a7597ed621a1d88940aaacf8d82c74278b00a6aef827961ad,svd,87.37112212181091,True,False,True,21541.32799999998,0.5578070021169798,21628.69912212179,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,3600,verified,9773183281611/17500000000000,9773183281611,17500000000000,0.5584676160920572,542,209464,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\3600-svd\certificate.json,d801cf5bd95c5c28e98f9186dedf74fa26929fcd3c0942764fd1ff3fb7a16402,22c513a17f04532380c321108dcc3dd5f9262f4e68023f0b6b5dbc35e016ce02,svd,86.3668200969696,True,False,False,3598.9219999999914,0.5584675148512328,3685.288820096961,,
long-M7-all5-LP-CUT-CG,M7-all5,LP-CUT-CG,1,long,7200,verified,23438967366781/42000000000000,23438967366781,42000000000000,0.5580706515900238,695,297574,13051375,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M7-all5-LP-CUT-CG\attempt-02\exact\7200-svd\certificate.json,bca6ddc8765bb773cd6c206c653394f748851e64b172be400c1873f2e83f0570,49fa22f8447747872d749b3c333a7daeaf6b87536393b4076dfe6fb4c19155d5,svd,87.37419939041138,True,False,False,7118.030999999988,0.5580700074112849,7205.4051993903995,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,14400,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,21600,verified,16849596538693/30000000000000,16849596538693,30000000000000,0.5616532179564333,80,3697,964,<repo>\.research-repro\section6-complete-20260911-01\jobs\long-M6-SDP-FULL\attempt-01\exact\final-svd\certificate.json,df5bafa4f9e082b390221543c41df0ccf7b0475e5dca636cb9f77383d6dc506d,09d14421f033dd1df4dba78d04d55babdb5c343be429b41c21997193c8d2c989,svd,2.0296895503997803,True,False,True,21595.233999999997,0.5616528227267794,21597.263689550397,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,3600,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
long-M6-SDP-FULL,M6,SDP-FULL,1,long,7200,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M7-no5,LP-CUT-CG,1,production,60,verified,1175586069791/2000000000000,,,0.5877930348955,,,,,,,,,,,,46.17199999999866,0.5877929854119586,,,
,M7-no5,LP-CUT-CG,1,production,300,verified,15756118136289/28000000000000,,,0.5627185048674643,,,,,,,,,,,,298.375,0.5627183561692393,,,
,M7-no5,LP-CUT-CG,1,production,900,verified,3362112374237/6000000000000,,,0.5603520623728333,,,,,,,,,,,,883.875,0.5603519470440909,,,
,M7-no5,LP-CUT-CG,1,production,1800,verified,313394698062981/560000000000000,,,0.5596333893981803,,,,,,,,,,,,1781.0469999999987,0.5596331111182267,,,
,M7-no5,LP-CUT-CG,1,production,3600,verified,15657870035573/28000000000000,,,0.5592096441276071,,,,,,,,,,,,3564.515999999996,0.5592090054735908,,,
,M7-no5,LP-CUT-CG,2,production,60,verified,1175586069791/2000000000000,,,0.5877930348955,,,,,,,,,,,,46.125,0.5877929854119586,,,
,M7-no5,LP-CUT-CG,2,production,300,verified,15756118136289/28000000000000,,,0.5627185048674643,,,,,,,,,,,,298.5939999999973,0.5627183561692393,,,
,M7-no5,LP-CUT-CG,2,production,900,verified,3362112374237/6000000000000,,,0.5603520623728333,,,,,,,,,,,,884.7350000000006,0.5603519470440909,,,
,M7-no5,LP-CUT-CG,2,production,1800,verified,313394698062981/560000000000000,,,0.5596333893981803,,,,,,,,,,,,1782.1100000000006,0.5596331111182267,,,
,M7-no5,LP-CUT-CG,2,production,3600,verified,15657870035573/28000000000000,,,0.5592096441276071,,,,,,,,,,,,3565.3439999999973,0.5592090054735908,,,
,M7-no5,LP-CUT-CG,3,production,60,verified,1175586069791/2000000000000,,,0.5877930348955,,,,,,,,,,,,46.25,0.5877929854119586,,,
,M7-no5,LP-CUT-CG,3,production,300,verified,15756118136289/28000000000000,,,0.5627185048674643,,,,,,,,,,,,299.81299999999464,0.5627183561692393,,,
,M7-no5,LP-CUT-CG,3,production,900,verified,3362112374237/6000000000000,,,0.5603520623728333,,,,,,,,,,,,887.5939999999973,0.5603519470440909,,,
,M7-no5,LP-CUT-CG,3,production,1800,verified,313394698062981/560000000000000,,,0.5596333893981803,,,,,,,,,,,,1786.0939999999973,0.5596331111182267,,,
,M7-no5,LP-CUT-CG,3,production,3600,verified,15657870035573/28000000000000,,,0.5592096441276071,,,,,,,,,,,,3572.702999999994,0.5592090054735908,,,
,M7-all5,LP-CUT-CG,1,production,60,verified,2350611379981/4000000000000,,,0.58765284499525,,,,,,,,,,,,59.84399999999732,0.5876527757618477,,,
,M7-all5,LP-CUT-CG,1,production,300,verified,47422731142109/84000000000000,,,0.5645563231203452,,,,,,,,,,,,290.2350000000006,0.5645563359688666,,,
,M7-all5,LP-CUT-CG,1,production,900,verified,33613753861547/60000000000000,,,0.5602292310257834,,,,,,,,,,,,899.4069999999992,0.5602291263894479,,,
,M7-all5,LP-CUT-CG,1,production,1800,verified,1118421126769/2000000000000,,,0.5592105633845,,,,,,,,,,,,1778.515999999996,0.5592104343955249,,,
,M7-all5,LP-CUT-CG,1,production,3600,verified,2234325581463/4000000000000,,,0.55858139536575,,,,,,,,,,,,3154.578999999998,0.5585812650983154,,,
,M7-all5,LP-CUT-CG,2,production,60,verified,2350611379981/4000000000000,,,0.58765284499525,,,,,,,,,,,,59.71800000000076,0.5876527757618477,,,
,M7-all5,LP-CUT-CG,2,production,300,verified,47422731142109/84000000000000,,,0.5645563231203452,,,,,,,,,,,,289.4369999999981,0.5645563359688666,,,
,M7-all5,LP-CUT-CG,2,production,900,verified,33613753861547/60000000000000,,,0.5602292310257834,,,,,,,,,,,,897.0780000000013,0.5602291263894479,,,
,M7-all5,LP-CUT-CG,2,production,1800,verified,1118421126769/2000000000000,,,0.5592105633845,,,,,,,,,,,,1774.5310000000027,0.5592104343955249,,,
,M7-all5,LP-CUT-CG,2,production,3600,verified,2234325581463/4000000000000,,,0.55858139536575,,,,,,,,,,,,3148.0620000000054,0.5585812650983154,,,
,M7-all5,LP-CUT-CG,3,production,60,verified,167333994965327/280000000000000,,,0.5976214105904536,,,,,,,,,,,,48.23500000000058,0.5976213897340797,,,
,M7-all5,LP-CUT-CG,3,production,300,verified,47422731142109/84000000000000,,,0.5645563231203452,,,,,,,,,,,,291.56299999999464,0.5645563359688666,,,
,M7-all5,LP-CUT-CG,3,production,900,verified,235339380364553/420000000000000,,,0.5603318580108405,,,,,,,,,,,,871.9689999999973,0.5603317622493664,,,
,M7-all5,LP-CUT-CG,3,production,1800,verified,1118421126769/2000000000000,,,0.5592105633845,,,,,,,,,,,,1778.5939999999973,0.5592104343955249,,,
,M7-all5,LP-CUT-CG,3,production,3600,verified,2234325581463/4000000000000,,,0.55858139536575,,,,,,,,,,,,3150.375,0.5585812650983154,,,
,M6,SDP-FULL,1,production,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,1,production,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,1,production,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,1,production,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
